severity,issue,campaign,ad_group,keyword,match_type,kw_theme,expected_theme,expected_slugs,actual_theme,actual_slug,final_url,suggested_url,status,line
MEDIUM,キーワードテーマとFinal URLが不一致,福岡県＿車内クリーニング,AG_消臭_湿気カビ,車 湿気 臭い シート 洗浄,Phrase,シート洗浄,シート洗浄/シートクリーニング,seat-senjo|seat-washing|seat-cleaning,車内臭い,shanai-nioi,https://carinteriorcleaning.jp/regions/fukuoka/shanai-nioi/,https://carinteriorcleaning.jp/regions/fukuoka/seat-senjo/,Enabled,3828
MEDIUM,キーワードテーマとFinal URLが不一致,福岡県＿車内クリーニング,消臭_中古車,消臭 中古車,Phrase,消臭脱臭,消臭脱臭/匂い消し/車内臭い,shanai-shoshu|kuruma-nioi-keshi|odor-removal|shanai-nioi,中古車タバコ,chuko-tabako,https://carinteriorcleaning.jp/regions/fukuoka/chuko-tabako/,https://carinteriorcleaning.jp/regions/fukuoka/shanai-shoshu/,Enabled,3900
MEDIUM,キーワードテーマとFinal URLが不一致,群馬県＿車内クリーニング,車内 消臭・脱臭洗浄,車 シート 嘔吐 臭い,Phrase,嘔吐,嘔吐/ゲロ/子供嘔吐/保険嘔吐/バス専門,kyuto-cleaning|vomit-cleaning|gero-cleaning|kodomo-kyuto|hoken-kyuto|bus-senmon,消臭脱臭,shanai-shoshu,https://carinteriorcleaning.jp/regions/gunma/shanai-shoshu/,https://carinteriorcleaning.jp/regions/gunma/kyuto-cleaning/,Enabled,4191
MEDIUM,キーワードテーマとFinal URLが不一致,群馬県＿車内クリーニング,AG_緊急_ペット,ペット 粗相 車 消臭,Phrase,ペットうんち,ペットうんち,pet-unko|pet-waste,おしっこ,oshikko,https://carinteriorcleaning.jp/regions/gunma/oshikko/,https://carinteriorcleaning.jp/regions/gunma/pet-unko/,Enabled,4401
MEDIUM,キーワードテーマとFinal URLが不一致,群馬県＿車内クリーニング,AG_消臭_湿気カビ,車 湿気 臭い シート 洗浄,Phrase,シート洗浄,シート洗浄/シートクリーニング,seat-senjo|seat-washing|seat-cleaning,車内臭い,shanai-nioi,https://carinteriorcleaning.jp/regions/gunma/shanai-nioi/,https://carinteriorcleaning.jp/regions/gunma/seat-senjo/,Enabled,4430
MEDIUM,キーワードテーマとFinal URLが不一致,群馬県＿車内クリーニング,消臭_中古車,消臭 中古車,Phrase,消臭脱臭,消臭脱臭/匂い消し/車内臭い,shanai-shoshu|kuruma-nioi-keshi|odor-removal|shanai-nioi,中古車タバコ,chuko-tabako,https://carinteriorcleaning.jp/regions/gunma/chuko-tabako/,https://carinteriorcleaning.jp/regions/gunma/shanai-shoshu/,Enabled,4509
MEDIUM,キーワードテーマとFinal URLが不一致,栃木県＿車内クリーニング,車内 消臭・脱臭洗浄,車 シート 嘔吐 臭い,Phrase,嘔吐,嘔吐/ゲロ/子供嘔吐/保険嘔吐/バス専門,kyuto-cleaning|vomit-cleaning|gero-cleaning|kodomo-kyuto|hoken-kyuto|bus-senmon,消臭脱臭,shanai-shoshu,https://carinteriorcleaning.jp/regions/tochigi/shanai-shoshu/,https://carinteriorcleaning.jp/regions/tochigi/kyuto-cleaning/,Enabled,4807
MEDIUM,キーワードテーマとFinal URLが不一致,栃木県＿車内クリーニング,AG_緊急_ペット,ペット 粗相 車 消臭,Phrase,ペットうんち,ペットうんち,pet-unko|pet-waste,おしっこ,oshikko,https://carinteriorcleaning.jp/regions/tochigi/oshikko/,https://carinteriorcleaning.jp/regions/tochigi/pet-unko/,Enabled,5001
MEDIUM,キーワードテーマとFinal URLが不一致,栃木県＿車内クリーニング,AG_消臭_湿気カビ,車 湿気 臭い シート 洗浄,Phrase,シート洗浄,シート洗浄/シートクリーニング,seat-senjo|seat-washing|seat-cleaning,車内臭い,shanai-nioi,https://carinteriorcleaning.jp/regions/tochigi/shanai-nioi/,https://carinteriorcleaning.jp/regions/tochigi/seat-senjo/,Enabled,5027
MEDIUM,キーワードテーマとFinal URLが不一致,栃木県＿車内クリーニング,消臭_中古車,消臭 中古車,Phrase,消臭脱臭,消臭脱臭/匂い消し/車内臭い,shanai-shoshu|kuruma-nioi-keshi|odor-removal|shanai-nioi,中古車タバコ,chuko-tabako,https://carinteriorcleaning.jp/regions/tochigi/chuko-tabako/,https://carinteriorcleaning.jp/regions/tochigi/shanai-shoshu/,Enabled,5099
