campaign,ad_group,keyword,match_type,quality_score,landing_page_experience,expected_ctr,ad_relevance,final_url,status
大阪府＿車内クリーニング,車内 消臭・脱臭洗浄,車内 消 臭 プロ,Phrase,7,Average,Above average,Average,https://carinteriorcleaning.jp/regions/osaka/shanai-shoshu/,Enabled
大阪府＿車内クリーニング,車シート クリーニング,車 シート 掃除 業者,Phrase,7,Average,Above average,Average,https://carinteriorcleaning.jp/regions/osaka/seat-cleaning/,Enabled
大阪府＿車内クリーニング,int トラック大阪,車 室内 クリーニング,Phrase,7,Average,Average,Above average,https://carinteriorcleaning.jp/regions/osaka-truck/,Paused
沖縄県＿車内クリーニング,int沖縄２515,車内 清掃,Phrase,7,Average,Average,Above average,https://carinteriorcleaning.jp/regions/okinawa/interior-cleaning/,Paused
沖縄県＿車内クリーニング,車シート クリーニング,車シート クリーニング,Phrase,7,Average,Average,Above average,https://carinteriorcleaning.jp/regions/okinawa/seat-cleaning/,Enabled
沖縄県＿車内クリーニング,車 嘔吐 クリーニング,車 嘔吐 クリーニング,Phrase,7,Average,Average,Above average,https://carinteriorcleaning.jp/regions/okinawa/kyuto-cleaning/,Enabled
沖縄県＿車内クリーニング,車内 消臭・脱臭洗浄,車内 脱臭,Phrase,7,Average,Average,Above average,https://carinteriorcleaning.jp/regions/okinawa/shanai-shoshu/,Enabled
宮城県＿車内クリーニング,車シート クリーニング,車シート クリーニング,Phrase,7,Average,Average,Above average,https://carinteriorcleaning.jp/regions/miyagi/seat-cleaning/,Enabled
愛知県＿車内クリーニング,車 嘔吐 クリーニング,車内 嘔吐 清掃,Phrase,7,Average,Average,Above average,https://carinteriorcleaning.jp/regions/aichi/kyuto-cleaning/,Enabled
千葉県＿車内クリーニング,int千葉_通常清掃,車内 クリーニング 専門 業者,Phrase,7,Average,Above average,Average,,Enabled
兵庫県＿車内クリーニング,int兵庫_通常清掃,車内 クリーニング 専門 業者,Phrase,7,Average,Above average,Average,,Enabled
兵庫県＿車内クリーニング,int兵庫_通常清掃,車内 クリーニング 専門 店 兵庫,Broad,7,Average,Above average,Average,,Enabled
福岡県＿車内クリーニング,車シート クリーニング,車 シート 掃除 業者,Phrase,7,Average,Average,Above average,https://carinteriorcleaning.jp/regions/fukuoka/seat-cleaning/,Enabled
栃木県＿車内クリーニング,int栃木_通常清掃,車内 クリーニング 専門 業者,Phrase,7,Average,Above average,Average,,Enabled
栃木県＿車内クリーニング,車シート クリーニング,車シート クリーニング,Phrase,7,Average,Average,Above average,https://carinteriorcleaning.jp/regions/tochigi/seat-cleaning/,Enabled
栃木県＿車内クリーニング,AG_エアコン_エバポレーター,エバポレーター洗浄 出張,Phrase,7,Below average,Above average,Above average,https://carinteriorcleaning.jp/regions/tochigi/evaporator-senjo/,Paused
大阪府＿車内クリーニング,int大阪_通常清掃,車内 クリーニング 嘔吐 大阪,Phrase,8,Average,Above average,Above average,https://carinteriorcleaning.jp/regions/osaka/interior-cleaning/,Paused
大阪府＿車内クリーニング,int トラック大阪,トラック 室内 清掃,Phrase,8,Average,Above average,Above average,https://carinteriorcleaning.jp/regions/osaka-truck/,Enabled
大阪府＿車内クリーニング,AG_緊急_嘔吐,大阪 嘔吐 車内清掃,Phrase,8,Average,Above average,Above average,https://carinteriorcleaning.jp/regions/osaka/kyuto-cleaning/,Enabled
沖縄県＿車内クリーニング,出張 車内クリーニング 専門店,車内クリーニング 専門店,Phrase,8,Average,Above average,Above average,https://carinteriorcleaning.jp/regions/okinawa/shutchou-senmon/,Enabled
兵庫県＿車内クリーニング,車シート クリーニング,車シート クリーニング,Phrase,8,Average,Above average,Above average,https://carinteriorcleaning.jp/regions/hyogo/seat-cleaning/,Enabled
群馬県＿車内クリーニング,int群馬_通常清掃,車内 清掃 プロ,Phrase,8,Average,Above average,Above average,,Enabled
