severity,campaign,ad_group,path2,actual_theme,actual_slug,final_url,headline2,line
HIGH,福岡県＿車内クリーニング,緊急_子供嘔吐,ペットうんち,子供嘔吐,kodomo-kyuto,https://carinteriorcleaning.jp/regions/fukuoka/kodomo-kyuto/,車酔い 嘔吐 出張専門業者,540
HIGH,福岡県＿車内クリーニング,緊急_灯油,嘔吐ニオイ清掃,灯油,touyu-kobosi,https://carinteriorcleaning.jp/regions/fukuoka/touyu-kobosi/,車内 灯油 こぼし 消臭,542
HIGH,福岡県＿車内クリーニング,緊急_灯油,ペットうんち,灯油,touyu-kobosi,https://carinteriorcleaning.jp/regions/fukuoka/touyu-kobosi/,福岡 灯油 こぼし 車,543
HIGH,福岡県＿車内クリーニング,緊急_ペット,嘔吐ニオイ清掃,おしっこ,oshikko,https://carinteriorcleaning.jp/regions/fukuoka/oshikko/,福岡 ペット 車内 清掃,545
HIGH,福岡県＿車内クリーニング,消臭_口語,嘔吐ニオイ清掃,匂い消し,kuruma-nioi-keshi,https://carinteriorcleaning.jp/regions/fukuoka/kuruma-nioi-keshi/,消臭スプレー 効かない 車,546
HIGH,福岡県＿車内クリーニング,消臭_中古車,嘔吐ニオイ清掃,中古車タバコ,chuko-tabako,https://carinteriorcleaning.jp/regions/fukuoka/chuko-tabako/,福岡 中古車 臭い 車内,549
HIGH,福岡県＿車内クリーニング,消臭_湿気カビ,嘔吐ニオイ清掃,車内臭い,shanai-nioi,https://carinteriorcleaning.jp/regions/fukuoka/shanai-nioi/,車 ペット臭 消臭 プロ 出張,550
HIGH,福岡県＿車内クリーニング,消臭_湿気カビ,ペットうんち,車内臭い,shanai-nioi,https://carinteriorcleaning.jp/regions/fukuoka/shanai-nioi/,福岡 車内 カビ臭,551
HIGH,福岡県＿車内クリーニング,エアコン_エバポレーター,嘔吐ニオイ清掃,エバポ,evaporator-senjo,https://carinteriorcleaning.jp/regions/fukuoka/evaporator-senjo/,車 エアコン 臭い 取れない プロ,553
HIGH,福岡県＿車内クリーニング,エアコン_エバポレーター,ペットうんち,エバポ,evaporator-senjo,https://carinteriorcleaning.jp/regions/fukuoka/evaporator-senjo/,車 エアコン 咳 目が痒い 洗浄,554
HIGH,福岡県＿車内クリーニング,AG_エアコン_エバポ,嘔吐ニオイ清掃,エバポ,evaporator-senjo,https://carinteriorcleaning.jp/regions/fukuoka/evaporator-senjo/,福岡 エアコン 臭い 車,556
HIGH,福岡県＿車内クリーニング,条件_出張,嘔吐ニオイ清掃,出張専門,shutchou-senmon,https://carinteriorcleaning.jp/regions/fukuoka/shutchou-senmon/,出張 車内クリーニング おすすめ,558
HIGH,群馬県＿車内クリーニング,int群馬_通常清掃,嘔吐ニオイ清掃,匂い消し,kuruma-nioi-keshi,https://carinteriorcleaning.jp/regions/gunma/kuruma-nioi-keshi/,【92%満足】出張車内清掃,561
HIGH,群馬県＿車内クリーニング,車内の臭い,嘔吐ニオイ清掃,車内臭い,shanai-nioi,https://carinteriorcleaning.jp/regions/gunma/shanai-nioi/,群馬府の車内の臭いクリーニング,563
HIGH,群馬県＿車内クリーニング,車　 汗,嘔吐ニオイ清掃,汗,ase,https://carinteriorcleaning.jp/regions/gunma/ase/,群馬府の車 汗クリーニング,564
HIGH,群馬県＿車内クリーニング,中古車タバコ臭,嘔吐ニオイ清掃,中古車タバコ,chuko-tabako,https://carinteriorcleaning.jp/regions/gunma/chuko-tabako/,中古車タバコ臭クリーニング,565
HIGH,群馬県＿車内クリーニング,中古車加齢臭,嘔吐ニオイ清掃,中古車加齢臭,chuko-kareisyu,https://carinteriorcleaning.jp/regions/gunma/chuko-kareisyu/,中古車加齢臭クリーニング,566
HIGH,群馬県＿車内クリーニング,車ペット毛,嘔吐ニオイ清掃,ペット毛,pet-ke,https://carinteriorcleaning.jp/regions/gunma/pet-ke/,群馬府の車ペット毛クリーニング,567
HIGH,群馬県＿車内クリーニング,車 匂い 消し・消臭洗浄,嘔吐ニオイ清掃,匂い消し,kuruma-nioi-keshi,https://carinteriorcleaning.jp/regions/gunma/kuruma-nioi-keshi/,車 匂い 消し・消臭洗浄,570
HIGH,群馬県＿車内クリーニング,車　 おもらし,嘔吐ニオイ清掃,おもらし,omorashi,https://carinteriorcleaning.jp/regions/gunma/omorashi/,群馬の車 おもらしくリーニング,571
HIGH,群馬県＿車内クリーニング,車　 エアコン臭い,嘔吐ニオイ清掃,エアコン臭い,ac-nioi,https://carinteriorcleaning.jp/regions/gunma/ac-nioi/,車 エアコン臭いクリーニング,572
HIGH,群馬県＿車内クリーニング,車　加齢臭,嘔吐ニオイ清掃,加齢臭,kareisyu,https://carinteriorcleaning.jp/regions/gunma/kareisyu/,群馬府の車 加齢臭クリーニング,573
HIGH,群馬県＿車内クリーニング,車　 ペット臭,嘔吐ニオイ清掃,ペット臭,pet-nioi,https://carinteriorcleaning.jp/regions/gunma/pet-nioi/,群馬の車 ペット臭クリーニング,574
HIGH,群馬県＿車内クリーニング,車シート 洗浄,嘔吐ニオイ清掃,シート洗浄,seat-senjo,https://carinteriorcleaning.jp/regions/gunma/seat-senjo/,群馬車シート 洗浄クリーニング,577
HIGH,群馬県＿車内クリーニング,車シート クリーニング,嘔吐ニオイ清掃,シートクリーニング,seat-cleaning,https://carinteriorcleaning.jp/regions/gunma/seat-cleaning/,群馬車シート クリーニング,578
HIGH,群馬県＿車内クリーニング,車　 おしっこ,嘔吐ニオイ清掃,おしっこ,oshikko,https://carinteriorcleaning.jp/regions/gunma/oshikko/,群馬の車 おしっこクリーニング,579
HIGH,群馬県＿車内クリーニング,車　 うんこ,嘔吐ニオイ清掃,うんこ,unko,https://carinteriorcleaning.jp/regions/gunma/unko/,群馬府の車 うんこクリーニング,580
HIGH,群馬県＿車内クリーニング,車の匂い取り,嘔吐ニオイ清掃,匂い取り,kuruma-nioitori,https://carinteriorcleaning.jp/regions/gunma/kuruma-nioitori/,群馬の車の匂い取りクリーニング,581
HIGH,群馬県＿車内クリーニング,車　 タバコの匂い汚れ・タバコのヤニ,嘔吐ニオイ清掃,タバコヤニ,tabako-yani,https://carinteriorcleaning.jp/regions/gunma/tabako-yani/,車 タバコ匂い汚れクリーニング,582
HIGH,群馬県＿車内クリーニング,車内 灯油 こぼし,嘔吐ニオイ清掃,ペット毛,pet-ke,https://carinteriorcleaning.jp/regions/gunma/pet-ke/,車内 灯油 こぼしクリーニング,583
HIGH,群馬県＿車内クリーニング,AG_緊急_嘔吐,ペットうんち,匂い消し,kuruma-nioi-keshi,https://carinteriorcleaning.jp/regions/gunma/kuruma-nioi-keshi/,車 ゲロ 消臭 即日,586
HIGH,群馬県＿車内クリーニング,AG_緊急_灯油,嘔吐ニオイ清掃,灯油,touyu-kobosi,https://carinteriorcleaning.jp/regions/gunma/touyu-kobosi/,車 灯油 こぼし 出張,590
HIGH,群馬県＿車内クリーニング,AG_緊急_ペット,嘔吐ニオイ清掃,おしっこ,oshikko,https://carinteriorcleaning.jp/regions/gunma/oshikko/,車 おしっこ シート 洗浄 出張,593
HIGH,群馬県＿車内クリーニング,AG_消臭_口語,嘔吐ニオイ清掃,匂い消し,kuruma-nioi-keshi,https://carinteriorcleaning.jp/regions/gunma/kuruma-nioi-keshi/,車 匂い 消し 業者,596
HIGH,群馬県＿車内クリーニング,AG_消臭_口語,ペットうんち,匂い消し,kuruma-nioi-keshi,https://carinteriorcleaning.jp/regions/gunma/kuruma-nioi-keshi/,車内 クサイ 消臭,597
HIGH,群馬県＿車内クリーニング,AG_消臭_中古車,ペットうんち,中古車タバコ,chuko-tabako,https://carinteriorcleaning.jp/regions/gunma/chuko-tabako/,中古車 加齢臭 車内,600
HIGH,群馬県＿車内クリーニング,AG_消臭_湿気カビ,嘔吐ニオイ清掃,車内臭い,shanai-nioi,https://carinteriorcleaning.jp/regions/gunma/shanai-nioi/,車内 カビ臭 取り方 業者,602
HIGH,群馬県＿車内クリーニング,AG_エアコン_エバポレーター,嘔吐ニオイ清掃,エバポ,evaporator-senjo,https://carinteriorcleaning.jp/regions/gunma/evaporator-senjo/,エバポレーター洗浄 出張,605
HIGH,群馬県＿車内クリーニング,AG_条件_出張,嘔吐ニオイ清掃,出張専門,shutchou-senmon,https://carinteriorcleaning.jp/regions/gunma/shutchou-senmon/,車内クリーニング 即日 出張,608
HIGH,群馬県＿車内クリーニング,AG_条件_電源不要,嘔吐ニオイ清掃,電源不要,dengen-fuyou,https://carinteriorcleaning.jp/regions/gunma/dengen-fuyou/,車内清掃 電源不要 出張,610
HIGH,群馬県＿車内クリーニング,緊急_子供嘔吐,ペットうんち,子供嘔吐,kodomo-kyuto,https://carinteriorcleaning.jp/regions/gunma/kodomo-kyuto/,車酔い 嘔吐 出張専門業者,620
HIGH,群馬県＿車内クリーニング,緊急_灯油,嘔吐ニオイ清掃,灯油,touyu-kobosi,https://carinteriorcleaning.jp/regions/gunma/touyu-kobosi/,車内 灯油 こぼし 消臭,622
HIGH,群馬県＿車内クリーニング,緊急_灯油,ペットうんち,灯油,touyu-kobosi,https://carinteriorcleaning.jp/regions/gunma/touyu-kobosi/,群馬 灯油 こぼし 車,623
HIGH,群馬県＿車内クリーニング,緊急_ペット,嘔吐ニオイ清掃,おしっこ,oshikko,https://carinteriorcleaning.jp/regions/gunma/oshikko/,群馬 ペット 車内 清掃,625
HIGH,群馬県＿車内クリーニング,消臭_口語,嘔吐ニオイ清掃,匂い消し,kuruma-nioi-keshi,https://carinteriorcleaning.jp/regions/gunma/kuruma-nioi-keshi/,消臭スプレー 効かない 車,626
HIGH,群馬県＿車内クリーニング,消臭_中古車,嘔吐ニオイ清掃,中古車タバコ,chuko-tabako,https://carinteriorcleaning.jp/regions/gunma/chuko-tabako/,群馬 中古車 臭い 車内,629
HIGH,群馬県＿車内クリーニング,消臭_湿気カビ,嘔吐ニオイ清掃,車内臭い,shanai-nioi,https://carinteriorcleaning.jp/regions/gunma/shanai-nioi/,車 ペット臭 消臭 プロ 出張,630
HIGH,群馬県＿車内クリーニング,消臭_湿気カビ,ペットうんち,車内臭い,shanai-nioi,https://carinteriorcleaning.jp/regions/gunma/shanai-nioi/,群馬 車内 カビ臭,631
HIGH,群馬県＿車内クリーニング,エアコン_エバポレーター,嘔吐ニオイ清掃,エバポ,evaporator-senjo,https://carinteriorcleaning.jp/regions/gunma/evaporator-senjo/,車 エアコン 臭い 取れない プロ,633
HIGH,群馬県＿車内クリーニング,エアコン_エバポレーター,ペットうんち,エバポ,evaporator-senjo,https://carinteriorcleaning.jp/regions/gunma/evaporator-senjo/,車 エアコン 咳 目が痒い 洗浄,634
HIGH,群馬県＿車内クリーニング,AG_エアコン_エバポ,嘔吐ニオイ清掃,エバポ,evaporator-senjo,https://carinteriorcleaning.jp/regions/gunma/evaporator-senjo/,群馬 エアコン 臭い 車,636
HIGH,群馬県＿車内クリーニング,条件_出張,嘔吐ニオイ清掃,出張専門,shutchou-senmon,https://carinteriorcleaning.jp/regions/gunma/shutchou-senmon/,出張 車内クリーニング おすすめ,638
HIGH,栃木県＿車内クリーニング,車内の臭い,嘔吐ニオイ清掃,車内臭い,shanai-nioi,https://carinteriorcleaning.jp/regions/tochigi/shanai-nioi/,栃木府の車内の臭いクリーニング,643
HIGH,栃木県＿車内クリーニング,車　 汗,嘔吐ニオイ清掃,汗,ase,https://carinteriorcleaning.jp/regions/tochigi/ase/,栃木府の車 汗クリーニング,644
HIGH,栃木県＿車内クリーニング,中古車タバコ臭,嘔吐ニオイ清掃,中古車タバコ,chuko-tabako,https://carinteriorcleaning.jp/regions/tochigi/chuko-tabako/,中古車タバコ臭クリーニング,645
HIGH,栃木県＿車内クリーニング,中古車加齢臭,嘔吐ニオイ清掃,中古車加齢臭,chuko-kareisyu,https://carinteriorcleaning.jp/regions/tochigi/chuko-kareisyu/,中古車加齢臭クリーニング,646
HIGH,栃木県＿車内クリーニング,車ペット毛,嘔吐ニオイ清掃,ペット毛,pet-ke,https://carinteriorcleaning.jp/regions/tochigi/pet-ke/,栃木府の車ペット毛クリーニング,647
HIGH,栃木県＿車内クリーニング,車 匂い 消し・消臭洗浄,嘔吐ニオイ清掃,匂い消し,kuruma-nioi-keshi,https://carinteriorcleaning.jp/regions/tochigi/kuruma-nioi-keshi/,車 匂い 消し・消臭洗浄,650
HIGH,栃木県＿車内クリーニング,車　 おもらし,嘔吐ニオイ清掃,おもらし,omorashi,https://carinteriorcleaning.jp/regions/tochigi/omorashi/,栃木の車 おもらしくリーニング,651
HIGH,栃木県＿車内クリーニング,車　 エアコン臭い,嘔吐ニオイ清掃,エアコン臭い,ac-nioi,https://carinteriorcleaning.jp/regions/tochigi/ac-nioi/,車 エアコン臭いクリーニング,652
HIGH,栃木県＿車内クリーニング,車　加齢臭,嘔吐ニオイ清掃,加齢臭,kareisyu,https://carinteriorcleaning.jp/regions/tochigi/kareisyu/,栃木府の車 加齢臭クリーニング,653
HIGH,栃木県＿車内クリーニング,車　 ペット臭,嘔吐ニオイ清掃,ペット臭,pet-nioi,https://carinteriorcleaning.jp/regions/tochigi/pet-nioi/,栃木の車 ペット臭クリーニング,654
HIGH,栃木県＿車内クリーニング,車シート 洗浄,嘔吐ニオイ清掃,シート洗浄,seat-senjo,https://carinteriorcleaning.jp/regions/tochigi/seat-senjo/,栃木車シート 洗浄クリーニング,657
HIGH,栃木県＿車内クリーニング,車シート クリーニング,嘔吐ニオイ清掃,シートクリーニング,seat-cleaning,https://carinteriorcleaning.jp/regions/tochigi/seat-cleaning/,栃木車シート クリーニング,658
HIGH,栃木県＿車内クリーニング,車　 おしっこ,嘔吐ニオイ清掃,おしっこ,oshikko,https://carinteriorcleaning.jp/regions/tochigi/oshikko/,栃木の車 おしっこクリーニング,659
HIGH,栃木県＿車内クリーニング,車　 うんこ,嘔吐ニオイ清掃,うんこ,unko,https://carinteriorcleaning.jp/regions/tochigi/unko/,栃木府の車 うんこクリーニング,660
HIGH,栃木県＿車内クリーニング,車の匂い取り,嘔吐ニオイ清掃,匂い取り,kuruma-nioitori,https://carinteriorcleaning.jp/regions/tochigi/kuruma-nioitori/,栃木の車の匂い取りクリーニング,661
HIGH,栃木県＿車内クリーニング,車　 タバコの匂い汚れ・タバコのヤニ,嘔吐ニオイ清掃,タバコヤニ,tabako-yani,https://carinteriorcleaning.jp/regions/tochigi/tabako-yani/,車 タバコ匂い汚れクリーニング,662
HIGH,栃木県＿車内クリーニング,車内 灯油 こぼし,嘔吐ニオイ清掃,ペット毛,pet-ke,https://carinteriorcleaning.jp/regions/tochigi/pet-ke/,車内 灯油 こぼしクリーニング,663
HIGH,栃木県＿車内クリーニング,AG_緊急_嘔吐,ペットうんち,嘔吐,kyuto-cleaning,https://carinteriorcleaning.jp/regions/tochigi/kyuto-cleaning/,車 ゲロ 消臭 即日,666
HIGH,栃木県＿車内クリーニング,AG_緊急_灯油,嘔吐ニオイ清掃,灯油,touyu-kobosi,https://carinteriorcleaning.jp/regions/tochigi/touyu-kobosi/,車 灯油 こぼし 出張,670
HIGH,栃木県＿車内クリーニング,AG_緊急_ペット,嘔吐ニオイ清掃,おしっこ,oshikko,https://carinteriorcleaning.jp/regions/tochigi/oshikko/,車 おしっこ シート 洗浄 出張,673
HIGH,栃木県＿車内クリーニング,AG_消臭_口語,嘔吐ニオイ清掃,匂い消し,kuruma-nioi-keshi,https://carinteriorcleaning.jp/regions/tochigi/kuruma-nioi-keshi/,車 匂い 消し 業者,676
HIGH,栃木県＿車内クリーニング,AG_消臭_口語,ペットうんち,匂い消し,kuruma-nioi-keshi,https://carinteriorcleaning.jp/regions/tochigi/kuruma-nioi-keshi/,車内 クサイ 消臭,677
HIGH,栃木県＿車内クリーニング,AG_消臭_中古車,ペットうんち,中古車タバコ,chuko-tabako,https://carinteriorcleaning.jp/regions/tochigi/chuko-tabako/,中古車 加齢臭 車内,680
HIGH,栃木県＿車内クリーニング,AG_消臭_湿気カビ,嘔吐ニオイ清掃,車内臭い,shanai-nioi,https://carinteriorcleaning.jp/regions/tochigi/shanai-nioi/,車内 カビ臭 取り方 業者,682
HIGH,栃木県＿車内クリーニング,AG_エアコン_エバポレーター,嘔吐ニオイ清掃,エバポ,evaporator-senjo,https://carinteriorcleaning.jp/regions/tochigi/evaporator-senjo/,エバポレーター洗浄 出張,685
HIGH,栃木県＿車内クリーニング,AG_条件_出張,嘔吐ニオイ清掃,出張専門,shutchou-senmon,https://carinteriorcleaning.jp/regions/tochigi/shutchou-senmon/,車内クリーニング 即日 出張,688
HIGH,栃木県＿車内クリーニング,AG_条件_電源不要,嘔吐ニオイ清掃,電源不要,dengen-fuyou,https://carinteriorcleaning.jp/regions/tochigi/dengen-fuyou/,車内清掃 電源不要 出張,690
HIGH,栃木県＿車内クリーニング,緊急_子供嘔吐,ペットうんち,子供嘔吐,kodomo-kyuto,https://carinteriorcleaning.jp/regions/tochigi/kodomo-kyuto/,車酔い 嘔吐 出張専門業者,700
HIGH,栃木県＿車内クリーニング,緊急_灯油,嘔吐ニオイ清掃,灯油,touyu-kobosi,https://carinteriorcleaning.jp/regions/tochigi/touyu-kobosi/,車内 灯油 こぼし 消臭,702
HIGH,栃木県＿車内クリーニング,緊急_灯油,ペットうんち,灯油,touyu-kobosi,https://carinteriorcleaning.jp/regions/tochigi/touyu-kobosi/,栃木 灯油 こぼし 車,703
HIGH,栃木県＿車内クリーニング,緊急_ペット,嘔吐ニオイ清掃,おしっこ,oshikko,https://carinteriorcleaning.jp/regions/tochigi/oshikko/,栃木 ペット 車内 清掃,705
HIGH,栃木県＿車内クリーニング,消臭_口語,嘔吐ニオイ清掃,匂い消し,kuruma-nioi-keshi,https://carinteriorcleaning.jp/regions/tochigi/kuruma-nioi-keshi/,消臭スプレー 効かない 車,706
HIGH,栃木県＿車内クリーニング,消臭_中古車,嘔吐ニオイ清掃,中古車タバコ,chuko-tabako,https://carinteriorcleaning.jp/regions/tochigi/chuko-tabako/,栃木 中古車 臭い 車内,709
HIGH,栃木県＿車内クリーニング,消臭_湿気カビ,嘔吐ニオイ清掃,車内臭い,shanai-nioi,https://carinteriorcleaning.jp/regions/tochigi/shanai-nioi/,車 ペット臭 消臭 プロ 出張,710
HIGH,栃木県＿車内クリーニング,消臭_湿気カビ,ペットうんち,車内臭い,shanai-nioi,https://carinteriorcleaning.jp/regions/tochigi/shanai-nioi/,栃木 車内 カビ臭,711
HIGH,栃木県＿車内クリーニング,エアコン_エバポレーター,嘔吐ニオイ清掃,エバポ,evaporator-senjo,https://carinteriorcleaning.jp/regions/tochigi/evaporator-senjo/,車 エアコン 臭い 取れない プロ,713
HIGH,栃木県＿車内クリーニング,エアコン_エバポレーター,ペットうんち,エバポ,evaporator-senjo,https://carinteriorcleaning.jp/regions/tochigi/evaporator-senjo/,車 エアコン 咳 目が痒い 洗浄,714
HIGH,栃木県＿車内クリーニング,AG_エアコン_エバポ,嘔吐ニオイ清掃,エバポ,evaporator-senjo,https://carinteriorcleaning.jp/regions/tochigi/evaporator-senjo/,栃木 エアコン 臭い 車,716
HIGH,栃木県＿車内クリーニング,条件_出張,嘔吐ニオイ清掃,出張専門,shutchou-senmon,https://carinteriorcleaning.jp/regions/tochigi/shutchou-senmon/,出張 車内クリーニング おすすめ,718
